parameter,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,effect_scope,variable,variant_id,variant_label,model_id,scheme_id,scheme_source,fe_label
"beta_main[牲畜饲养
-猪年底头数]",0.064,0.03,0.006,0.123,0.001,0.001,3177.0,2957.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.064,0.03,0.006,0.123,0.001,0.001,3177.0,2957.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[省平均气温],0.002,0.043,-0.082,0.083,0.001,0.001,2705.0,2700.0,1.0,main,省平均气温,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[省平均气温],0.002,0.043,-0.082,0.083,0.001,0.001,2705.0,2700.0,1.0,main,省平均气温,year_only_additive,Year-only additive,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
alpha,0.009,0.025,-0.036,0.061,0.0,0.0,4731.0,2917.0,1.0,global,,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
alpha,0.009,0.025,-0.036,0.061,0.0,0.0,4731.0,2917.0,1.0,global,,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
sigma_residual,0.438,0.019,0.403,0.474,0.0,0.0,4686.0,3174.0,1.0,global,,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
sigma_residual,0.438,0.019,0.403,0.474,0.0,0.0,4686.0,3174.0,1.0,global,,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.03,0.029,-0.024,0.088,0.0,0.0,3921.0,2924.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.03,0.029,-0.024,0.088,0.0,0.0,3921.0,2924.0,1.0,interaction,R1xday × 抗菌药物使用强度,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[GDP],0.175,0.033,0.113,0.243,0.001,0.001,3901.0,2536.0,1.0,main,GDP,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[GDP],0.175,0.033,0.113,0.243,0.001,0.001,3901.0,2536.0,1.0,main,GDP,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[PM2.5],0.001,0.034,-0.065,0.067,0.001,0.001,3569.0,3048.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.001,0.034,-0.065,0.067,0.001,0.001,3569.0,3048.0,1.0,main,PM2.5,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[R1xday],0.106,0.039,0.026,0.18,0.001,0.001,3161.0,2986.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[R1xday],0.106,0.039,0.026,0.18,0.001,0.001,3161.0,2986.0,1.0,main,R1xday,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[人均日生活用水量(升)],-0.132,0.036,-0.198,-0.057,0.001,0.001,2881.0,3010.0,1.0,main,人均日生活用水量(升),year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],-0.132,0.036,-0.198,-0.057,0.001,0.001,2881.0,3010.0,1.0,main,人均日生活用水量(升),year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[抗菌药物使用强度],0.112,0.029,0.054,0.167,0.0,0.0,3760.0,3090.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.112,0.029,0.054,0.167,0.0,0.0,3760.0,3090.0,1.0,main,抗菌药物使用强度,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[文盲比例],-0.101,0.032,-0.162,-0.037,0.0,0.0,4192.0,3138.0,1.0,main,文盲比例,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],-0.101,0.032,-0.162,-0.037,0.0,0.0,4192.0,3138.0,1.0,main,文盲比例,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.066,0.03,0.009,0.128,0.0,0.0,3729.0,2717.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.066,0.03,0.009,0.128,0.0,0.0,3729.0,2717.0,1.0,main,"牲畜饲养
-猪年底头数",year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
beta_main[省平均气温],0.018,0.045,-0.072,0.106,0.001,0.001,2735.0,2687.0,1.0,main,省平均气温,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: No / Year: Yes,方案A_平衡主线组,curated,Province: No / Year: Yes
beta_main[省平均气温],0.018,0.045,-0.072,0.106,0.001,0.001,2735.0,2687.0,1.0,main,省平均气温,year_only_amplification,Year-only amplification,方案A_平衡主线组 | Province: Yes / Year: Yes,方案A_平衡主线组,curated,Province: Yes / Year: Yes
alpha,0.006,0.121,-0.233,0.241,0.004,0.003,743.0,1119.0,1.01,global,,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_province,0.663,0.094,0.482,0.854,0.003,0.002,994.0,1922.0,1.0,global,,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_residual,0.248,0.011,0.227,0.27,0.0,0.0,3263.0,2849.0,1.0,global,,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[GDP],-0.187,0.06,-0.308,-0.075,0.001,0.001,2134.0,2247.0,1.0,main,GDP,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.111,0.028,0.056,0.164,0.0,0.0,3247.0,2628.0,1.0,main,PM2.5,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[R1xday],-0.01,0.023,-0.053,0.038,0.0,0.0,4245.0,2744.0,1.0,main,R1xday,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[TA（°C）],-0.029,0.02,-0.067,0.011,0.0,0.0,3736.0,2564.0,1.0,main,TA（°C）,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[主要城市日照时数],-0.038,0.039,-0.111,0.042,0.001,0.001,3365.0,2782.0,1.0,main,主要城市日照时数,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],-0.045,0.052,-0.143,0.058,0.001,0.001,3061.0,2487.0,1.0,main,人均日生活用水量(升),province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.02,0.021,-0.02,0.06,0.0,0.0,3549.0,2502.0,1.0,main,抗菌药物使用强度,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],0.131,0.033,0.066,0.194,0.001,0.001,3156.0,2418.0,1.0,main,文盲比例,province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.165,0.067,0.044,0.307,0.002,0.001,1957.0,2714.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_additive,Province-only additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
alpha,0.009,0.125,-0.226,0.263,0.005,0.003,662.0,1161.0,1.01,global,,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_province,0.667,0.096,0.487,0.85,0.003,0.002,1310.0,1944.0,1.0,global,,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_residual,0.247,0.01,0.227,0.268,0.0,0.0,3352.0,2783.0,1.0,global,,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.033,0.019,-0.006,0.068,0.0,0.0,4350.0,3113.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[GDP],-0.181,0.061,-0.3,-0.066,0.001,0.001,2728.0,2192.0,1.0,main,GDP,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.11,0.028,0.056,0.165,0.0,0.0,3817.0,2888.0,1.0,main,PM2.5,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[R1xday],-0.026,0.025,-0.076,0.023,0.0,0.0,4109.0,2889.0,1.0,main,R1xday,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[TA（°C）],-0.027,0.02,-0.066,0.01,0.0,0.0,4346.0,3022.0,1.01,main,TA（°C）,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[主要城市日照时数],-0.037,0.038,-0.113,0.037,0.001,0.001,3554.0,2801.0,1.0,main,主要城市日照时数,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],-0.044,0.05,-0.147,0.045,0.001,0.001,2926.0,2652.0,1.0,main,人均日生活用水量(升),province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.026,0.021,-0.015,0.067,0.0,0.0,3341.0,3153.0,1.0,main,抗菌药物使用强度,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],0.131,0.033,0.067,0.195,0.001,0.001,3857.0,2495.0,1.0,main,文盲比例,province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.166,0.069,0.022,0.292,0.001,0.001,2589.0,2211.0,1.0,main,"牲畜饲养
-猪年底头数",province_only_amplification,Province-only amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
alpha,0.011,0.094,-0.18,0.183,0.003,0.002,1320.0,2014.0,1.0,global,,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_province,0.508,0.075,0.369,0.654,0.002,0.001,1278.0,1854.0,1.0,global,,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_residual,0.188,0.009,0.171,0.205,0.0,0.0,3888.0,2678.0,1.0,global,,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[GDP],0.039,0.049,-0.057,0.133,0.001,0.001,3869.0,3154.0,1.0,main,GDP,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[PM2.5],0.01,0.023,-0.035,0.053,0.0,0.0,5939.0,2929.0,1.0,main,PM2.5,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[R1xday],0.003,0.019,-0.034,0.04,0.0,0.0,5139.0,2897.0,1.0,main,R1xday,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[TA（°C）],0.02,0.02,-0.018,0.058,0.0,0.0,6061.0,3238.0,1.0,main,TA（°C）,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[主要城市日照时数],-0.021,0.03,-0.082,0.035,0.0,0.0,5330.0,3499.0,1.0,main,主要城市日照时数,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[人均日生活用水量(升)],0.019,0.038,-0.061,0.085,0.001,0.001,3680.0,3299.0,1.0,main,人均日生活用水量(升),province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[抗菌药物使用强度],0.01,0.017,-0.023,0.043,0.0,0.0,6050.0,3055.0,1.0,main,抗菌药物使用强度,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[文盲比例],0.025,0.037,-0.047,0.097,0.001,0.001,5106.0,2992.0,1.0,main,文盲比例,province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
"beta_main[牲畜饲养
-猪年底头数]",0.016,0.061,-0.099,0.141,0.001,0.001,2277.0,2518.0,1.0,main,"牲畜饲养
-猪年底头数",province_year_additive,Province + year additive,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
alpha,0.007,0.097,-0.183,0.199,0.003,0.002,1252.0,1598.0,1.0,global,,province_year_amplification,Province + year amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_province,0.514,0.073,0.382,0.655,0.002,0.001,1310.0,2099.0,1.0,global,,province_year_amplification,Province + year amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
sigma_residual,0.187,0.008,0.172,0.204,0.0,0.0,4270.0,2823.0,1.0,global,,province_year_amplification,Province + year amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_interaction[R1xday × 抗菌药物使用强度],0.019,0.014,-0.008,0.047,0.0,0.0,6266.0,3352.0,1.0,interaction,R1xday × 抗菌药物使用强度,province_year_amplification,Province + year amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
beta_main[GDP],0.04,0.049,-0.059,0.131,0.001,0.001,3719.0,2802.0,1.0,main,GDP,province_year_amplification,Province + year amplification,方案F_低VIF主线组 | Province: No / Year: Yes,方案F_低VIF主线组,curated,Province: No / Year: Yes
